transcript	l_tr	l_utr5	l_cds	l_utr3
ENST00000367511	6884	152	2787	3945
ENST00000374448	8294	114	2610	5570
ENST00000358726	850	32	312	506
ENST00000361474	3919	230	2553	1136
ENST00000361731	1033	64	480	489
ENST00000358127	8704	237	1176	7291
ENST00000367815	2216	140	912	1164
ENST00000370487	2752	51	615	2086
ENST00000368357	5521	352	2829	2340
ENST00000358303	1889	8	1509	372
ENST00000361464	5174	422	2751	2001
ENST00000369724	3769	227	879	2663
ENST00000367459	1352	20	630	702
ENST00000372902	1210	78	294	838
ENST00000370746	2568	454	840	1274
ENST00000371149	3887	692	1506	1689
ENST00000358598	3576	117	1146	2313
ENST00000371872	3344	258	2757	329
ENST00000370608	3044	241	1701	1102
ENST00000372013	627	63	231	333
ENST00000366971	5919	178	1668	4073
ENST00000374029	1625	132	852	641
ENST00000368096	1603	247	663	693
ENST00000368339	3073	192	2667	214
ENST00000371421	1556	32	1302	222
ENST00000372458	1466	111	840	515
ENST00000369314	1178	120	657	401
ENST00000368845	2039	80	1320	639
ENST00000369049	1925	134	1704	87
ENST00000373045	2640	336	1374	930
ENST00000373479	5616	182	1458	3976
ENST00000374395	6863	374	726	5763
ENST00000372025	1465	190	744	531
ENST00000369352	1652	0	1632	20
ENST00000359361	1991	68	1773	150
ENST00000371817	8442	385	5517	2540
ENST00000360004	1229	106	801	322
ENST00000368130	1394	154	1032	208
ENST00000370455	3214	141	1404	1669
ENST00000361439	1042	78	801	163
ENST00000371222	3257	977	996	1284
ENST00000370372	2619	21	429	2169
ENST00000372108	2110	8	1581	521
ENST00000361725	2356	171	768	1417
ENST00000358316	2271	72	708	1491
ENST00000370028	3372	58	2961	353
ENST00000372190	6045	38	3288	2719
ENST00000367201	2431	42	1185	1204
ENST00000373703	1614	12	855	747
ENST00000360683	4047	30	1368	2649
ENST00000368802	10706	330	9393	983
ENST00000372907	2341	12	1389	940
ENST00000359333	2375	505	651	1219
ENST00000360213	954	0	954	0
ENST00000368314	2119	170	1080	869
ENST00000366485	945	0	945	0
ENST00000368352	3436	184	2709	543
ENST00000359530	2120	247	1452	421
ENST00000369541	1275	24	678	573
ENST00000372829	2125	355	1362	408
ENST00000359481	3016	67	291	2658
ENST00000370611	3515	209	1062	2244
ENST00000370834	2172	79	1365	728
ENST00000374521	1397	41	987	369
ENST00000372204	750	165	534	51
ENST00000360538	4131	150	3138	843
ENST00000361365	1339	96	435	808
ENST00000369096	5148	218	2478	2452
ENST00000373887	4351	473	1251	2627
ENST00000368656	2551	305	243	2003
ENST00000366933	5798	35	1086	4677
ENST00000371442	1259	120	1032	107
ENST00000372642	1145	185	894	66
ENST00000371620	808	22	615	171
ENST00000373968	3569	65	747	2757
ENST00000367875	6254	360	1830	4064
ENST00000375147	4983	61	2373	2549
ENST00000372844	4600	136	576	3888
ENST00000368088	4202	274	1182	2746
ENST00000358430	4612	92	2055	2465
ENST00000373016	1656	178	843	635
ENST00000375135	4343	802	2886	655
ENST00000359175	3103	1571	231	1301
ENST00000361539	4097	851	2352	894
ENST00000369422	2784	79	990	1715
ENST00000366647	2641	167	2043	431
ENST00000372773	983	361	552	70
ENST00000358337	3852	9	1152	2691
ENST00000366514	1784	123	1191	470
ENST00000360416	7707	103	6024	1580
ENST00000361717	4163	283	555	3325
ENST00000367545	12339	0	10302	2037
ENST00000368192	5282	93	1539	3650
ENST00000369838	4603	133	324	4146
ENST00000367660	782	137	246	399
ENST00000373173	6480	36	807	5637
ENST00000367416	2178	137	1734	307
ENST00000370905	5776	189	1905	3682
ENST00000373264	2483	115	1119	1249
ENST00000368755	617	1	219	397
ENST00000372966	2543	220	1695	628
ENST00000370336	2430	78	1947	405
ENST00000368679	7938	310	2730	4898
ENST00000372017	756	99	384	273
ENST00000359678	2434	76	1161	1197
ENST00000371505	3086	133	1506	1447
ENST00000371521	2497	83	1821	593
ENST00000373209	2492	119	1668	705
ENST00000369221	1483	28	1398	57
ENST00000372706	2796	931	1581	284
ENST00000370775	1204	27	342	835
ENST00000366937	5365	267	1413	3685
ENST00000369604	3657	494	2289	874
ENST00000361171	4838	101	960	3777
ENST00000371542	1209	108	1005	96
ENST00000367734	2196	224	819	1153
ENST00000358047	3299	45	3108	146
ENST00000369755	7827	606	3708	3513
ENST00000367262	3119	51	372	2696
ENST00000373178	1651	13	1092	546
ENST00000373980	6615	104	2061	4450
ENST00000361902	1712	50	666	996
ENST00000359337	6409	167	5517	725
ENST00000367649	9843	389	3843	5611
ENST00000373456	2560	0	2199	361
ENST00000361689	17665	179	16293	1193
ENST00000372409	2689	309	2115	265
ENST00000360461	6782	2535	3576	671
ENST00000361138	5949	101	3306	2542
ENST00000369816	3013	274	945	1794
ENST00000368575	1164	103	612	449
ENST00000370225	7328	103	6822	403
ENST00000367142	6399	209	732	5458
ENST00000373450	2409	75	1593	741
ENST00000369716	1662	279	1044	339
ENST00000359202	809	88	552	169
ENST00000359785	3607	89	2424	1094
ENST00000373091	9491	407	2760	6324
ENST00000368918	8807	174	1347	7286
ENST00000372228	3252	315	2244	693
ENST00000358752	5975	213	1593	4169
ENST00000373198	12746	236	4383	8127
ENST00000368738	573	43	345	185
ENST00000366862	5427	19	1107	4301
ENST00000360482	3960	130	3651	179
ENST00000359562	2780	940	654	1186
ENST00000370152	2779	138	1473	1168
ENST00000373783	3760	340	813	2607
ENST00000362018	570	163	324	83
ENST00000369321	2620	86	1167	1367
ENST00000370571	6834	376	5145	1313
ENST00000359151	1436	211	702	523
ENST00000369162	8111	310	6609	1192
ENST00000372806	6366	57	1464	4845
ENST00000374762	5547	112	744	4691
ENST00000373695	3213	537	2076	600
ENST00000370114	2825	281	993	1551
ENST00000366872	2387	55	2112	220
ENST00000368321	2961	40	1845	1076
ENST00000368305	621	108	378	135
ENST00000370445	2044	107	1164	773
ENST00000358572	1749	112	612	1025
ENST00000371933	5817	1027	1488	3302
ENST00000368913	3817	129	2889	799
ENST00000361781	3717	933	1242	1542
ENST00000370079	1632	64	1536	32
ENST00000374902	3077	180	2790	107
ENST00000359600	5868	255	3558	2055
ENST00000360028	2791	365	1392	1034
ENST00000361658	3908	519	3111	278
ENST00000358739	503	11	393	99
ENST00000369738	2293	31	576	1686
ENST00000360121	6894	132	1203	5559
ENST00000373428	2936	0	1263	1673
ENST00000375120	6515	119	1197	5199
ENST00000366653	9389	912	2352	6125
ENST00000360317	1468	0	1251	217
ENST00000359237	1119	274	639	206
ENST00000358517	7138	211	4158	2769
ENST00000370751	5829	134	1359	4336
ENST00000367819	562	33	345	184
ENST00000368733	408	55	282	71
ENST00000367362	4969	138	1626	3205
ENST00000359195	5377	310	3309	1758
ENST00000371485	2658	324	1395	939
ENST00000361421	4076	160	1581	2335
ENST00000374006	632	65	498	69
ENST00000374552	5235	196	1176	3863
ENST00000374647	5913	316	3999	1598
ENST00000374171	2194	174	444	1576
ENST00000369771	1959	388	1536	35
ENST00000374514	1635	132	696	807
ENST00000367028	1461	154	879	428
ENST00000366910	7287	32	1014	6241
ENST00000367942	7470	41	2013	5416
ENST00000367591	2750	238	1122	1390
ENST00000360046	1687	24	963	700
ENST00000370056	5025	311	2544	2170
ENST00000359462	1814	323	1101	390
ENST00000359238	2992	86	813	2093
ENST00000369519	7293	119	3684	3490
ENST00000361664	1690	152	1518	20
ENST00000371626	1416	95	519	802
ENST00000358842	1868	28	1662	178
ENST00000368011	1347	175	1050	122
ENST00000372299	3160	87	1170	1903
ENST00000372447	1795	54	870	871
ENST00000374736	10408	313	6786	3309
ENST00000371068	6849	69	1923	4857
ENST00000371514	2759	121	1644	994
ENST00000372435	2070	119	957	994
ENST00000374012	5879	97	3039	2743
ENST00000370952	2843	39	1809	995
ENST00000366955	10290	168	9345	777
ENST00000359271	4227	88	1626	2513
ENST00000370272	10124	739	531	8854
ENST00000368003	888	20	504	364
ENST00000367607	13414	346	9354	3714
ENST00000369684	11130	298	1176	9656
ENST00000369702	3600	24	2475	1101
ENST00000366609	5316	684	1764	2868
ENST00000358951	7256	116	4182	2958
ENST00000361910	1840	344	903	593
ENST00000373944	1857	23	834	1000
ENST00000361505	1477	119	870	488
ENST00000358697	5029	38	2400	2591
ENST00000373289	2874	67	2622	185
ENST00000374694	4050	867	2085	1098
ENST00000368737	485	90	279	116
ENST00000371717	2086	11	1578	497
ENST00000361351	1360	104	1143	113
ENST00000371116	2562	492	1437	633
ENST00000368136	4245	206	2343	1696
ENST00000367851	5342	217	4833	292
ENST00000372797	3105	561	1428	1116
ENST00000369534	2006	112	1401	493
ENST00000360905	9308	256	3351	5701
ENST00000362072	2808	354	1332	1122
ENST00000373358	1185	77	702	406
ENST00000366542	7059	283	4755	2021
ENST00000369239	5113	205	2418	2490
ENST00000367510	3407	94	1011	2302
ENST00000373235	2245	264	1329	652
ENST00000361813	4559	145	3051	1363
ENST00000368076	2694	348	456	1890
ENST00000359995	1888	171	666	1051
ENST00000373247	2284	43	1764	477
ENST00000374080	6925	159	6534	232
ENST00000360632	5037	264	1203	3570
ENST00000366991	4409	143	2193	2073
ENST00000359842	1966	233	1392	341
ENST00000370416	1963	614	1272	77
ENST00000372548	3852	103	2568	1181
ENST00000368090	7038	251	1272	5515
ENST00000358821	4342	168	1524	2650
ENST00000374971	540	93	336	111
ENST00000358525	5425	117	1779	3529
ENST00000374251	834	184	552	98
ENST00000360325	1542	435	636	471
ENST00000371937	1827	36	1056	735
ENST00000361228	5515	208	1308	3999
ENST00000371279	2356	92	1428	836
ENST00000360947	3055	427	2169	459
ENST00000368168	1391	108	1002	281
ENST00000371959	7613	668	3255	3690
ENST00000370277	1413	47	519	847
ENST00000369888	5982	119	2679	3184
ENST00000368106	1966	65	1305	596
ENST00000367602	9276	39	2244	6993
ENST00000373871	5999	155	1722	4122
ENST00000366960	5505	164	3201	2140
ENST00000371204	1879	27	1509	343
ENST00000361547	4314	38	1773	2503
ENST00000367244	1580	173	513	894
ENST00000361183	5068	25	861	4182
ENST00000367194	714	154	417	143
ENST00000366639	2634	142	873	1619
ENST00000369732	2196	14	2037	145
ENST00000368061	5354	496	1566	3292
ENST00000373640	3629	43	888	2698
ENST00000373861	598	92	366	140
ENST00000369977	8615	232	3858	4525
ENST00000371269	4233	76	1551	2606
ENST00000375069	1538	100	1263	175
ENST00000359396	2906	109	2298	499
ENST00000359039	5740	545	1854	3341
ENST00000368759	1433	12	969	452
ENST00000358531	5438	10	1485	3943
ENST00000372098	1839	134	1641	64
ENST00000367549	4493	132	3813	548
ENST00000374893	5067	49	2313	2705
ENST00000361987	1902	88	603	1211
ENST00000368131	2734	290	2190	254
ENST00000374763	3334	9	2247	1078
ENST00000358290	1782	118	903	761
ENST00000367723	5916	124	4218	1574
ENST00000361589	5092	800	2472	1820
ENST00000359467	5982	141	2337	3504
ENST00000369163	1237	10	411	816
ENST00000358387	3090	57	1083	1950
ENST00000360587	1526	40	744	742
ENST00000370153	5708	101	1104	4503
ENST00000367935	1695	64	786	845
ENST00000373930	6300	112	1809	4379
ENST00000358681	2997	166	2187	644
ENST00000359276	3953	374	1761	1818
ENST00000358039	4255	28	1728	2499
ENST00000361970	3493	70	765	2658
ENST00000361124	4295	385	1692	2218
ENST00000372781	1622	21	1389	212
ENST00000366535	2555	92	1371	1092
ENST00000370466	4088	269	1776	2043
ENST00000369980	3581	90	2139	1352
ENST00000371712	3417	426	1935	1056
ENST00000359052	5017	174	3087	1756
ENST00000373710	2146	273	1395	478
ENST00000366806	5962	319	5346	297
ENST00000359568	10526	73	10011	442
ENST00000368033	1360	83	1113	164
ENST00000368977	5048	26	1446	3576
ENST00000369168	1333	50	1125	158
ENST00000368824	2792	148	1686	958
ENST00000362012	5020	61	1800	3159
ENST00000373024	4450	90	2742	1618
ENST00000373441	1443	0	1443	0
ENST00000370476	1332	115	822	395
ENST00000368888	3800	445	1689	1666
ENST00000370397	3600	64	2238	1298
ENST00000371621	3979	145	1308	2526
ENST00000367126	5026	498	1275	3253
ENST00000369870	2318	15	2169	134
ENST00000371464	1070	83	606	381
ENST00000370503	590	84	426	80
ENST00000358894	4172	100	3855	217
ENST00000374767	1636	110	744	782
ENST00000373087	2654	88	1800	766
ENST00000367727	988	201	552	235
ENST00000358431	10732	264	5421	5047
ENST00000367943	1330	16	1023	291
ENST00000368440	1763	89	1362	312
ENST00000370823	3747	35	1221	2491
ENST00000359904	1932	663	1083	186
ENST00000371315	1130	533	549	48
ENST00000361983	2462	30	1866	566
ENST00000374897	5643	91	2061	3491
ENST00000366988	916	24	519	373
ENST00000373475	4220	156	1227	2837
ENST00000369037	3536	279	1200	2057
ENST00000374399	5372	360	1221	3791
ENST00000361786	4325	156	1200	2969
ENST00000370109	1768	125	858	785
ENST00000371553	3751	6	2832	913
ENST00000368849	3107	58	1173	1876
ENST00000367840	3349	94	2856	399
ENST00000370263	5583	184	1884	3515
ENST00000366812	3584	66	1587	1931
ENST00000370920	2816	40	993	1783
ENST00000361729	5196	440	1314	3442
ENST00000368931	2247	140	1074	1033
ENST00000367147	4058	56	1545	2457
ENST00000372086	3071	398	1716	957
ENST00000372991	2026	159	879	988
ENST00000360943	3084	97	1065	1922
ENST00000370459	2011	128	1761	122
ENST00000374642	1091	82	738	271
ENST00000367948	1977	215	1281	481
ENST00000360524	5830	76	4284	1470
ENST00000361246	6844	376	5136	1332
ENST00000369002	6430	199	2283	3948
ENST00000370828	4959	524	1671	2764
ENST00000374103	3706	86	3033	587
ENST00000367229	2248	37	1401	810
ENST00000367460	2145	176	708	1261
ENST00000374269	4113	109	1026	2978
ENST00000370508	1978	59	1242	677
ENST00000373130	3628	174	1323	2131
ENST00000361170	6013	36	4896	1081
ENST00000359232	2291	212	912	1167
ENST00000359478	2872	202	522	2148
ENST00000374279	3959	402	1185	2372
ENST00000368404	1298	60	666	572
ENST00000359156	4268	203	3471	594
ENST00000369849	3251	74	1500	1677
ENST00000371558	1776	149	459	1168
ENST00000369258	2967	20	2694	253
ENST00000371763	1534	254	831	449
ENST00000370206	1991	216	990	785
ENST00000372836	1431	91	837	503
ENST00000360948	3004	306	2520	178
ENST00000362063	5988	319	1821	3848
ENST00000371072	4362	78	2037	2247
ENST00000372813	1973	64	930	979
ENST00000371384	2987	32	579	2376
ENST00000368167	1919	95	1167	657
ENST00000368790	718	93	300	325
ENST00000369622	2754	102	1872	780
ENST00000367879	4801	220	786	3795
ENST00000371328	663	65	516	82
ENST00000369887	1750	52	1527	171
ENST00000370278	1682	167	945	570
ENST00000359894	2387	64	2241	82
ENST00000367588	9946	347	3573	6026
ENST00000359774	1811	145	1431	235
ENST00000373659	4099	82	1275	2742
ENST00000370759	3778	129	948	2701
ENST00000367811	1472	87	1131	254
ENST00000368909	7686	106	7242	338
ENST00000361735	3368	308	2100	960
ENST00000366928	1857	13	714	1130
ENST00000374692	3545	120	876	2549
ENST00000373765	3830	34	1491	2305
ENST00000367446	3081	210	1617	1254
ENST00000370665	1317	81	1086	150
ENST00000369769	2476	131	1728	617
ENST00000371757	7123	74	3708	3341
ENST00000374412	2334	57	1557	720
ENST00000358350	11692	585	9042	2065
ENST00000370540	1279	25	1086	168
ENST00000360803	4656	46	1905	2705
ENST00000369704	3256	65	2619	572
ENST00000369779	2567	194	1464	909
ENST00000366672	4423	43	1716	2664
ENST00000362057	4070	672	2724	674
ENST00000371894	517	120	342	55
ENST00000373582	947	200	492	255
ENST00000371431	921	218	594	109
ENST00000372852	4077	18	987	3072
ENST00000374360	6042	367	2454	3221
ENST00000369158	1656	36	411	1209
ENST00000361820	7838	668	3348	3822
ENST00000369466	9439	21	3489	5929
ENST00000374467	2170	283	636	1251
ENST00000366497	4318	780	2940	598
ENST00000360900	3028	51	1152	1825
ENST00000367749	2303	381	1677	245
ENST00000359062	12486	748	3426	8312
ENST00000358731	11037	227	7875	2935
ENST00000372165	2586	53	921	1612
ENST00000361127	11566	209	3198	8159
ENST00000362074	1874	362	711	801
ENST00000370456	4685	92	1902	2691
ENST00000360515	3591	546	255	2790
ENST00000368559	5889	72	5667	150
ENST00000372581	604	41	339	224
ENST00000367619	6840	148	1653	5039
ENST00000374266	638	76	405	157
ENST00000360876	3096	95	2445	556
ENST00000360358	945	0	945	0
ENST00000373555	4877	318	2304	2255
ENST00000370033	4099	100	2070	1929
ENST00000368408	1817	105	717	995
ENST00000360796	1710	229	1389	92
ENST00000361249	2367	105	1755	507
ENST00000358763	7867	252	1743	5872
ENST00000359315	1114	10	873	231
ENST00000366923	4862	117	4539	206
ENST00000367993	2042	448	1392	202
ENST00000369846	4564	457	2094	2013
ENST00000369329	4932	189	1821	2922
ENST00000368476	5857	267	1509	4081
ENST00000374276	3249	222	1119	1908
ENST00000370888	3159	252	1575	1332
ENST00000360770	739	41	441	257
ENST00000372663	1146	34	804	308
ENST00000360584	2330	192	2121	17
ENST00000366598	1721	216	228	1277
ENST00000359520	8704	248	4236	4220
ENST00000367866	13843	12	2301	11530
ENST00000361308	2465	283	1995	187
ENST00000371388	2848	138	867	1843
ENST00000370274	1833	98	1122	613
ENST00000369682	10885	175	5616	5094
ENST00000366820	2019	80	1101	838
ENST00000368779	611	70	321	220
ENST00000371207	1903	63	1569	271
ENST00000374720	10482	218	1974	8290
ENST00000361544	2446	488	1872	86
ENST00000373313	3389	386	972	2031
ENST00000373921	2713	28	1932	753
ENST00000368655	7475	241	1782	5452
ENST00000359350	1048	37	939	72
ENST00000373510	7077	229	1326	5522
ENST00000372680	1046	173	621	252
ENST00000359240	3325	670	2463	192
ENST00000371847	5003	196	1467	3340
ENST00000361618	6301	295	1230	4776
ENST00000368174	2204	107	1044	1053
ENST00000367929	2531	120	399	2012
ENST00000366999	2134	142	1338	654
ENST00000371276	3401	160	1710	1531
ENST00000372371	6610	108	4173	2329
ENST00000358780	3932	304	1020	2608
ENST00000360374	1299	0	930	369
ENST00000370002	1426	192	909	325
ENST00000374473	1074	46	669	359
ENST00000368273	884	10	624	250
ENST00000374979	2384	26	1680	678
ENST00000369393	18485	187	16791	1507
ENST00000367091	2962	87	1173	1702
ENST00000373142	2448	173	1125	1150
ENST00000371208	5713	169	2187	3357
ENST00000361288	1849	85	636	1128
ENST00000374259	3644	678	1518	1448
ENST00000359621	916	22	810	84
ENST00000372338	3650	640	1386	1624
ENST00000358204	2736	169	1266	1301
ENST00000367415	1498	143	813	542
ENST00000361529	1779	76	927	776
ENST00000360986	2163	69	1959	135
ENST00000369278	4226	68	2385	1773
ENST00000360807	3727	289	2934	504
ENST00000361115	3126	75	384	2667
ENST00000359013	4605	283	1779	2543
ENST00000361927	5179	371	1881	2927
ENST00000371826	3393	78	1419	1896
ENST00000373491	3462	146	1518	1798
ENST00000370978	4638	154	2214	2270
ENST00000369206	1937	214	1005	718
ENST00000368407	1552	102	618	832
ENST00000360423	1356	77	888	391
ENST00000371506	2130	92	1488	550
ENST00000358642	930	0	930	0
ENST00000374940	1458	53	768	637
ENST00000369850	8507	245	7944	318
ENST00000367055	990	67	669	254
ENST00000368206	960	85	771	104
ENST00000375011	2764	29	1746	989
ENST00000366618	3143	402	1473	1268
ENST00000371692	2358	94	1296	968
ENST00000359204	3109	218	948	1943
ENST00000367294	2397	80	1326	991
ENST00000359959	2792	66	939	1787
ENST00000361283	3799	319	2439	1041
ENST00000369503	4705	115	1644	2946
ENST00000370766	5611	2732	1533	1346
ENST00000374232	7700	242	1314	6144
ENST00000372530	5043	228	4479	336
ENST00000358025	21842	212	20724	906
ENST00000374843	1093	61	786	246
ENST00000368508	7435	199	7044	192
ENST00000366794	3978	164	3045	769
ENST00000360428	7583	82	2691	4810
ENST00000371360	2376	74	618	1684
ENST00000369109	1730	206	798	726
ENST00000370479	5930	133	4548	1249
ENST00000374580	12068	1148	3117	7803
ENST00000371211	1801	28	1065	708
ENST00000371477	6241	118	2409	3714
ENST00000372141	3811	147	2091	1573
ENST00000368576	2167	216	1737	214
ENST00000360314	2619	225	2361	33
ENST00000358514	977	101	822	54
ENST00000361035	1668	283	1095	290
ENST00000374919	4445	328	777	3340
ENST00000368865	7703	84	987	6632
ENST00000373189	2256	51	1428	777
ENST00000358647	1804	297	924	583
ENST00000358171	2058	101	1257	700
ENST00000366663	3726	9	984	2733
ENST00000374202	1480	38	1110	332
ENST00000372950	2295	66	783	1446
ENST00000373943	3034	89	831	2114
ENST00000372146	8612	135	2469	6008
ENST00000360465	3994	445	1887	1662
